id,year,text,label
1340,2016,Dev Evangelist/Advocate,2
1695,2017,It is seen as decreasing the person's capacity to operate effectively. This person has a condition Some of my previous supervisors,0
1043,2016,Support | Other Some of my previous employers,2
1928,2017,Talk about it more. A colleague of mine has type 2 bipolar and recently mentioned it in response to general feelings in the office. I don't know,1
3371,2022,"I don't know No, at none of my previous employers",2
3445,2022,They needed time off for mental health. There weren't really any details. Some of my previous supervisors At some of my previous employers I think it would make it less likely to be hired. Same - I would be less likely to be hired It needs to be more of a focus. There's a lot of mental health issues and few companies talk about it,1
2690,2018,"Accept the fact that mental health can fluctuate and don't look away Yes, all of my previous supervisors",1
1529,2016,DevOps/SysAdmin Some of my previous employers,2
3229,2021,"No, none of my previous supervisors No, at none of my previous employers",2
401,2016,"Front-end Developer | Back-end Developer | Sales | DevOps/SysAdmin No, at none of my previous employers",2
2289,2017,"I've had a number of discussions, both verbally and on our company mental-health slack channel.  There's been a lot of empathy and support. I mentioned a major, debilitating panic attack I had at work one day, and they expressed sympathy, though nothing else was done. Coworkers have discussed anxiety and panic attacks with me, among other issues like imposter syndrome and so on.  We generally discuss how much it affects us and what we do to mitigate such things. Some of my previous supervisors",1
1048,2016,Front-end Developer | Back-end Developer Some of my previous employers,2
3457,2022,Not their business Could impact performance Don't know,0
159,2014,I work at a large university with a track record of health and wellbeing support,1
2905,2019,Awareness of insurance benefits and good policy around mental health communicated,1
652,2016,Front-end Developer | Designer Some of my previous employers,2
172,2016,One-person shop | Front-end Developer | Back-end Developer Some of my previous employers,2
1663,2017,Improve culture to lower burnout rates,1
2498,2018,Some of my previous supervisors,2
1753,2017,"Offering mental health benefits in the first place, offering seminars.  My current employer does a great job. They are open about mental health. Previous employers wouldn't even mention it. Actually I feel very fortunate to be in a company where we feel open about these things. We have groups for depression and ADD at least, and I would assume there are others as well. Thanks for the work you're doing. It's making a difference here and I hope it will make a difference elsewhere, too. Some of my previous supervisors",1
1872,2017,"Stop treating some issues (ADHD, Autism-spectrum disorders) that may or may not affect performance as badges of honor, while promoting work conditions that lead to other mental health issues (anxiety and depression) that more negatively impact workers. I discussed anxiety issues with coworkers at a previous job. The environment was one in which almost all of us were having a hard time with the pace and pressure, so everyone was supportive. Some of my previous supervisors",1
489,2016,Other I don't know,2
1140,2016,"Supervisor/Team Lead | Back-end Developer No, at none of my previous employers",2
1134,2016,DevOps/SysAdmin Some of my previous employers,2
3179,2020,"I've had mental health disorders since 20 years. Some year ago, I suffered from a serious depressions again and finally left work for about a year.
My employee, namely COO, CEO and staff manager, were like ""we are glad you talk to us. We'll help you wherever possible."" And they did, they helped me and my family with financial issues, helped me finding a psychiatrist and even sent colleagues to drive me to a doctor when I wasn't allowed to drive the car by myself. 
After getting better, I had a warm welcome in my company. Now, one year later, they still occassionally ask like ""Are you fine?"", ""Please mind your health"", ...
It helped me so much to know my employee had that vast understanding. I frankly discussed my mental health issues with some of my colleagues. They were quite understanding and while most of them never suffered from mental health issues themself, most of them new others with mental health issues from their family or friends. Some of my previous supervisors Yes, at all of my previous employers I think it doesn't belong in an interview (at least, that's wat law says in germany, employees are not allowed to talk about any health issue in an interview). I think it doesn't belong in an interview (at least, that's wat law says in germany, employees are not allowed to talk about any health issue in an interview). A colleague was fired during his probation period, because he was off for some days and openly spoke about his mental health issues.
I left that employee some months after...",1
2430,2018,"I think the first step is acknowledging mental health as a priority in the tech community. In this industry, there's huge emphasis placed on output of information, data, and tangible results - often at the expense of the employees actually producing these results. Recognition and acknowledgment on a real, fundamental level would do a lot to change companies' stances on mental health. My colleague was experiencing work burnout due to a number of factors (we had very high expectations when it came to work output, and the job demanded a fair amount of travel). When she expressed this feeling of burnout, her options to mitigate the problem were pretty limited - take on less work (and get paid less, since we were contractors), or forfeit her contract, neither of which were viable options considering she was the sole breadwinner between her and her husband. She ended up grinning and bearing with it at a comparably intense level, then became pregnant and eventually quit the job. I suspect that had she received proper support, she would have stayed with the company even during her pregnancy. In discussing our workload, my coworker and I have talked about how we fit in to the current environment, and how stressful it feels to be left out of certain conversations, both in person and electronically. The conversation's purpose was definitely to vent - she and I both shared similar feelings, and were able to confide in one another in a meaningful way. See answer to letter O. Some of my previous supervisors",1
2223,2017,More awareness that mental health issues are very common in tech,1
1705,2017,"I think that people managers must receive adequate training on coaching and providing a secure work environment for workers with mental health. If there is one major problem in the tech industry, it is that people become people managers due to their _technical skills_ rather than their coaching or interpersonal relationship skills. We have managers who are good engineers but awful communicators, coaches, and counselors. I had a manager who knew about my mental health issues, yet he remained unsupportive and bullying in his interactions with me (despite my requests for a degree of understanding and patience). I have a handful of coworkers that I can talk openly about mental health, including my own. They also have their own struggles, so we're mutually supporting. I discussed my clinical depression and anxiety with my manager after he had made disparaging remarks about anxiety in a meeting. He was not very receptive to my feedback. I discussed my clinical depression and anxiety with a manager who put a lot of pressure on me to produce. I regret sharing that information with him, as he used it as a lever against me. A coworker discussed with me his struggles with depression, thoughts of self-harm, and Imposter Syndrome in light of a poor performance review outcome. No, none of my previous supervisors",1
2366,2018,"No, none of my previous supervisors",2
2896,2019,"No, none of my previous supervisors",2
2376,2018,drive employees less hard in the first place Mentioned that I was taking prescription anti-anxiety meds to deal with stress Discussed stress levels of colleague Some of my previous supervisors,1
1536,2016,"DevOps/SysAdmin No, at none of my previous employers",2
1808,2017,I don't know,2
2335,2018,"Discuss mental health as frequently and openly as physical health, and explicitly call out things like ""taking a mental health day"" as a perfectly valid and encouraged reason for using sick time. No, none of my previous supervisors",1
1471,2016,Other Some of my previous employers,2
2542,2018,"For starters, be aware of what mental health entails/encompasses. Learn how it is that an employer can help, or support someone with mental health issues. Finally, be understanding/endorsing of ""mental health days"". My brain is my toolbox as a software engineer, sometimes I need a day just to polish the rust off. I have mentioned my depression to co-workers, and one of my colleagues said, ""Suck it up, buttercup"" I've spoken to coworkers about depression in a broad sense and mentioned that I have depression, and the response was (pretty much), ""Yeah, that doesn't surprise me"" I had mentioned to my employer that I have depression and that it can sometimes impact my performance. They said they understood, and then told me that the ""solution"" was simply to start maintaining a schedule and then the depression would go away... I've spoken to co-workers who did not work on the same team as I did. I would even call these co-workers friends. When speaking to them about my depression, they seemed to be understanding and empathetic to my situation. At a previous company, I had a co-worker who was a bully to me and who would berate me and undermine me in all of our meetings. I had brought this up both to the co-worker and to my manager, but my manager dismissed it because my co-worker was a woman. I brought the issue up to HR and they told me that the company will pay for up to 3 sessions with a counselor if I felt I needed it. I did use the 3 sessions, but I later found out that my manager had told my team that I had started going to therapy. I left the company shortly afterwards. It might be interesting to ask, ""Does your company allow for sick days to be used for 'Mental Health Days'?"" Some of my previous supervisors",1
3170,2020,"No, none of my previous supervisors At some of my previous employers",2
1292,2016,DevOps/SysAdmin Some of my previous employers,2
3417,2022,I would only talk about it if I think it is relevant for them I think it's important that we talk about mental health issues Put less incentives on faster delivery,1
521,2016,Supervisor/Team Lead Some of my previous employers,2
1910,2017,Some of my previous supervisors,2
245,2016,Back-end Developer Some of my previous employers,2
2765,2019,"End the ""Bro"" culture. I was illegally terminated from employment over anxiety issues I have discussed anxiety and ADHD issues with my coworkers. As a mental health / substance use disorder treatment practice, we tend to be relatively open on the subject. I have discussed both anxiety and ADHD with my boss in some detail. He is very supportive. Several coworkers have discussed anxiety and depression issues. No No, none of my previous supervisors",1
689,2016,Front-end Developer Some of my previous employers,2
1822,2017,"To much hate directed towards people with mental illness, especially in the Northeastern Ohio tech community(Akron/Cleveland) I have become the scapegoat and was seen as incompetent. Just talked about my disorder. I am always seen differently any time Intalk about it. I have become an overnight scapegoat and outcast because of it. I have a huge amount of anger and depression as a result of mistreatment. It’s not fair! No, none of my previous supervisors",1
1768,2017,"Relaxation rooms, closed workspaces, accurate techspecs (if any at all), time management, fair pay. I just told him that I have a tough condition several times a week. And at these days I cannot concentrate at work. He responded that it is a bad luck and I have to change my life. I told about being bullied at school and negative consequences of it, including hospitalization. No valueable advices were given, not even that he was a psychologist. Simply ignoring the problem. No, none of my previous supervisors",0
2290,2017,Just bringing it up ever Some of my previous supervisors,2
946,2016,Other Some of my previous employers,2
2449,2018,"I have conversations in passing, referring to anxiety  most often. I needed to take time off of work due to a traumatic event that made my mental health much worse. They were very supportive. We shared our mutual experiences with mental health I was disclosing why I had to leave, and that the job severely impacted my mental health. It went poorly. We shared our experiences with depression and anxiety via Slack DMs. I've done this with several people. No, none of my previous supervisors",1
540,2016,Back-end Developer Some of my previous employers,2
921,2016,Designer Some of my previous employers,2
733,2016,Supervisor/Team Lead | Front-end Developer | Back-end Developer Some of my previous employers,2
3028,2019,"No, none of my previous supervisors",2
336,2016,Back-end Developer | Front-end Developer Some of my previous employers,2
2325,2018,It went fine. The person I talked to (one of the directors) was very supportive. I don't know,1
2029,2017,"hold it in the same regard as physical health. Don't discriminate against those with mental health. Encourage sharing of mental health status amongst teams. Don't fire people for not being mentally well I have been brought up on performance review for mental health related absence. I was told to keep my job I had to go to therapy. I was sidelined and removed from a position after having a breakdown and being absent for 2 weeks. We often discuss mental health at work as mental wellness is very important to me. These conversations are meant to be a normal everyday part of work During my interview I told the CEO about my anxiety and depression, and he said he appreciated my candour and also they still hired me see above, these conversations happen on a near daily basis Some of my previous supervisors",1
378,2016,Back-end Developer I don't know,2
2770,2019,"Reduce emphasis on competition everywhere: for jobs, for promotions, for “work fame” etc. That makes it fundamentally impossible to open up about weaknesses. Physical issues are now somewhat accepted because of the law (here in UK), assuming they start while already employed, but mental health is still mostly taboo. It was about depression and feeling unable to do anything. The reaction was a suggestion to start with little things. I don’t think the IT industry is particularly worse than others in how people react to mental health problems; but I think the job itself carries a higher risk of developing such issues, because of its nature. Staring at a screen alone, antisocial working hours, continuous stress to learn and adapt to new stuff... it’s a bad mix. So maybe employers should be more proactive in offering discreet services to identify and help people developing issues, as anonymously as possible. No, none of my previous supervisors",1
2627,2018,Some of my previous supervisors,2
1819,2017,"I think the tech industry as a whole really only cares about burn-out and impostor syndrome. Even then, I think these two issues are paid a lot of lip service, however individuals are expected to take care of themselves, preferably outside the office.

I believe that employers should be striving to create an environment where people feel supported in the office and they have access to needed resources without any stigma. I shared that I believe my family has an diagnosed history with bi-polar. My co-worker's spouse has bi-polar so my co-worker was able to share some good advice and pointed out that some behavioral patterns I had noticed in family members could be related to bi-polar.

The tone of the conversation was a solemn  empathy. Overall it was supportive, however it was not a happy conversation. I needed to talk to my supervisor regarding my need to see a therapist because I could not schedule therapy sessions outside of work hours.

My supervisor was supportive and allowed me to do whatever I needed. I believe my anonymity was protected, however the rest of the office clearly judged and placed pressure on me for leaving and returning after taking a lunch break. I talked to a co-worker because I believed my family has an diagnosed history with bi-polar. My co-worker's spouse has bi-polar and shared experiences in living and caring for someone who has bi-polar. 

Overall, it was a supportive and empathetic conversation, however it was not a happy conversation. Some of my previous supervisors",1
308,2016,"Back-end Developer No, at none of my previous employers",2
358,2016,Back-end Developer Some of my previous employers,2
1301,2016,"Other | Supervisor/Team Lead No, at none of my previous employers",0
253,2016,"Other No, at none of my previous employers",2
2190,2017,"I was depressed, they were understanding and shared similar stories Stress/depression, as a result they were understanding and lowered my workload for a period of time See above",1
374,2016,Supervisor/Team Lead Some of my previous employers,2
2517,2018,Some of my previous supervisors,2
2493,2018,"Similar to the ones with my boss, although probably in more depth. We've discussed the reasons behind my leave of absence (suicide idealation, stress, anxiety, depression). We've discussed bipolar disorder, depression, anxiety. He has been very supportive. Stress, anxiety, depression I don't know",1
2067,2017,Eliminate bro culture. Become more accepting of all people Supervisor actively made the problem worse by claiming I never reported things I had to report. Described the reaction to traumatic events so they knew what to expect. They were fine with it Informed them I was going to therapy sessions to explain the time off. Employer had a policy that the supervisor couldn't prevent me from going or demand details. Wanted to know if their reaction to something was normal Some of my previous supervisors,1
400,2016,"Front-end Developer | Back-end Developer No, at none of my previous employers",2
275,2016,Front-end Developer,2
3504,2023,"They actually brought the subject up based on how I responded to situations at work.  They were very supportive and when I made the decision to terminate my employment (I was missing a fair amount of work because of my condition), we parted on very good terms. Just that I was struggling and wanted them to pray for me, to which they assured me they would and continued to be very supportive. There is alot of media ""noise"" about it and, in general, it has been my experience that people in the industry are very supportive. Same level of comfort for each N/A (was not aware) Yes, all of my previous supervisors At some of my previous employers If they are interested in hiring me, I want them to know so they can make the best decision based on me and my struggles, whether mental, physical or otherwise.",1
181,2016,One-person shop,2
960,2016,DevOps/SysAdmin | Back-end Developer | Front-end Developer,2
926,2016,Support | Back-end Developer Some of my previous employers,2
1316,2016,Back-end Developer Some of my previous employers,2
318,2016,"Back-end Developer Yes, at all of my previous employers",2
1729,2017,"More support and less stimulating environment (away from ""open office""). I was overwhelmed and over reacted, my reaction resulted in termination. It is more like: I have these movements because I have Tourette's. Most if it is defensive; if this is why I may ask funny in the future. I have discussed my Tourette's with a couple of employers. I feel comfortable about talking about as long as don't ask for anything from them. What are those movements? Tourette's What are those movements? Tourette's. Some of my previous supervisors",1
855,2016,"Other Yes, at all of my previous employers",2
1368,2016,Supervisor/Team Lead Some of my previous employers,2
1337,2016,Back-end Developer | One-person shop,2
2103,2017,"No, none of my previous supervisors",0
2580,2018,Make it more of an out in the open issue that everyone suffers from and make policy to support everyone Some of my previous supervisors,1
1101,2016,Back-end Developer | Front-end Developer Some of my previous employers,2
2062,2017,It was mostly due to issues arising from politics Some of my previous supervisors,2
2730,2019,"I think there's a long way to go to make those of us who have a mental health issue feel safe to talk about it. It feel like a risk almost every time right now.

That may be through talking about it more to reduce stigma, or making mental health as commonplace as physical health. Explicit safety statements could be good, as well. 

Personally a large part of why I would hide mental health issues is shame. The stigma of the past is strong. Usually this is only with well-trusted co-workers with whom I have an established relationship. It has always been in the vein of complaining and comiseration. Co-workers in this case are supportive Some of my previous supervisors",1
1131,2016,Supervisor/Team Lead | Support | Back-end Developer Some of my previous employers,2
2249,2017,"Provide a lot of resources up front (upon hire) and then ongoing.  This would show that it was a priority and serve as a constant reminder (which matters, because you might not have a crisis when you're hired, and therefore might not seek out resources at that time, but could later on.) Struggles after the death of their spouse. No, none of my previous supervisors",1
1799,2017,"The stigma seems to be going away (eg in Twitter tech communities I see more well-known folks talking about mental health issues) but this still needs work. The next step imo would be more public awareness of effective treatment options: we start to recognise we (collectively) can have problems, next question is what do we do about them? Because I have a family history of serious mental illness known to have a heritable component, I asked my manager to be alert during my performance reviews for signs of abnormal behavior. He responded that he is not a doctor and I should seek professional help if I have specific concerns, but that he would bear it in mind. No specific actions were taken. When I was having difficulty sleeping I discussed this with colleagues. They commiserated but the general sense was that this is part of the job. Due to deadline pressure and off-hours outage response I was having difficulty sleeping. My manager decided that this was a bridge too far and took over outage responses to reduce my stress level. A colleague undergoing treatment for depression discussed his situation with me, talking about how he felt and what treatment options he was exploring. Yes, all of my previous supervisors",1
123,2014,"Though I'm in the Netherlands, and chose that country from the list, quite some questions are strongly geared towards the US. Over here, people don't need benefits from their employer, because we pay enough taxes for the government to pay for treatment of any physical or mental condition. We don't need employer approval for medical leave; that's something a qualified medical professional decides (and while on leave, we still get paid our salaries, something the employer can get insurance for). I answered ""yes"" to questions about these things, meaning ""it's covered"", not ""it's covered by my employer"".",1
3073,2020,"Yes, all of my previous supervisors Yes, at all of my previous employers nil nil nn nn",2
466,2016,DevOps/SysAdmin,2
394,2016,Back-end Developer Some of my previous employers,2
2312,2017,Be more educated that mental health issues are common and do not make a person less capable of being productive contributors to the company's success.  Be flexible and understanding when employees need accommodations to maintain good mental health. They were understanding and shared that they too had a similar mental health issue. They mentioned the mental health problems they were dealing with.,1
1802,2017,"It needs to be talked about more and people need to understand that it's ok/normal. It shouldn't be where people feel like it is something wrong with them more so that a physical ailment. Obviously it's less simple than that. I told them what happened with my ex and they were comforting, listened, and offered if they could help. Also telling me that it wasn't my fault. My boyfriend took his life in March and I had many conversations with my manager and another manager. They looked for work-provided options to talk and groups in the area. They also gave me as much time off as I needed and were there whenever I needed to talk. I was also offered rides to work if I needed. They wanted me to take whatever time I needed to see doctors/counseling etc. They said work could wait, but my health couldn't. They also tried helping me feel less guilty for not having done more (I knew he was depressed, but not this badly and the more depressed he was, the more I was.) They were just very supportive and helpful. They also didn't understand why they were being so harsh on me. I was depressed about getting on the bad side of my 2nd level manager and the more upset I was with him the more he was with me and the less work I got done. I got into trouble for being ""too involved"" with another company because I signed an NDA and didn't realize I couldn't sign it as a personal thing. Ended up crying with my direct manager. And he was trying to be helpful and figure out what to do. My coworker talked to me about depression about coworkers making her feel like she wasn't qualified as an engineer due to being female and how much she disliked being in her specific team due to select teammates. Don't believe so. Some of my previous supervisors",1
1195,2016,"Other | Supervisor/Team Lead | Front-end Developer No, at none of my previous employers",2
2327,2018,"Talk about it Criticism Overview No, none of my previous supervisors",0
137,2014,"If a man in tech is afraid of speaking up about these things, it is even worse for women in tech who are already fearful of and fighting against the stigma of incompetence.  

On the other hand, if a female in tech does not commiserate with her male coworkers on mental health problems, she will no longer be seen as a team player. It is really a catch-22 for women in STEM.",1
2873,2019,"Caveat: I work in the tech industry in Europe, and am a startup co-founder. 

The big danger is Silicon Valley imitation. Silicon Valley, with its cult of over hours and more-than-reasonable dedication to a job (where a job should just be that: a way to creatively express yourself that also pays for your life !) can, and does, drive people into health problems, to put i benignly. 

Still, this is Europe; we have multiple layers of protection: state-provided health insurance, state regulations on what are sane working hours, state -provided emergency services (even for mental health). What helps, too, for sure: the tech industry is rife with highly intelligent people, who are possibly more likely than others to understand and even imagine the mental suffering of a coworker. ""Pete, I've tipped over into a depression."" ""Aw, that sucks. Can we help you in any way ?"" ""I am about to tip over into a depression, Theo."" ""We've got your back covered. Go, take therapy and do everything you need to do; in the mean time your job is here for you."" PLEASE do NOT consider the USA as the template for all the world. I've responded from a European viewpoint, from the position of being a cofounder of and working for a startup in a liberal, social democracy. You SHOULD take into account the fact that the US, with its - in our eyes - perverse ""health care"" system (between quotation marks as it isn't really a health care system) is not, by far, a benchmark for the rest of the world. Yes, all of my previous supervisors",1
2629,2018,"Another co-worker has similar mental health issues. We have talked about them from time to time but not in depth. The discussion only came about because I felt like I was being accused of being the cause of tension in my department. Nothing came from the conversation, and the topic hasn't come up since. Same as previous answer. No, none of my previous supervisors",1
2175,2017,"No, none of my previous supervisors",2
1455,2016,Back-end Developer,2
2750,2019,I really don't know. My answer was based on the idea that things can always be better. But I don't know of anything that would say it is currently bad. I don't know,2
3194,2020,"Some of my previous supervisors No, at none of my previous employers",2
3388,2022,"Yes, all of my previous supervisors At some of my previous employers Depends on the Job-Level, situation, etc. Depends on the situation, Job-Level, etc. Maybe we take care more, but we still burn developers",1
2485,2018,therapy should be covered by health insurance benefits chatted about stress & burnout Some of my previous supervisors,1
1611,2017,"More awareness both for ability to find treatment and also what employee options are in the workplace A coworker that doesn't get along with me has used my illness and medication as a reason that I couldn't work through issues with them A few former coworkers have become friends and so we've had a few honest conversations about things and responses were helpful Yes, all of my previous supervisors",1
2475,2018,"We should talk about mental health as much as we do physical health. We tell people not to come in if they're sick but no one talks about mental health days. No, none of my previous supervisors",1
1911,2017,"less deadlines and they should understand work is always going to be there so not to label any work as urgent and ask someone to do overtime and accept what they deliver in office hour as work for the day. lunch time to be 1 hour than 30 minutes in most offices. many of my colleagues eats at their desk staring at their emails or doing some sort of office work, not productively but i can see the stress of not being able to eat at proper lunch time and in bit of peace. no one really know that they should be getting health benefits from their employer. so support for mental illness is out of the question. I don't know",1
2328,2018,"Model it, talk about it. I asked first how they felt about mental health issues to gauge them. Then we talked about my issue, and his daughters. Too long ago, don’t remember My boss (whom I previously disclosed an episode of depression with) asked me about medication side effects. No, none of my previous supervisors",1
3387,2022,"I told that I'm stressed more and more and we have to fix our processes and my workload to fix it. I was supervisor of this person. My team has much trust to me, so this person talks about the topics that make frustration more and more. Some of my previous supervisors Yes, at all of my previous employers I want to avoid stress later. I want to avoid stress later. Many big companies have a easy going and you can hide. But in SMB you can not.",1
2463,2018,"Good healthcare benefits and work accomodations with no bias against them (such as allowing people to work remote more often if needed) - also training people to have some empathy towards their coworkers Coworkers were derogatory towards people and received no reprimand Briefly discussed my anxiety diagnosis; manager was understanding and we discussed ways I can manage that with a flexible work environment program Discussed issues with a coworker friend who also has issues, we traded advice mostly No, none of my previous supervisors",1
1625,2017,"No, none of my previous supervisors",2
675,2016,Dev Evangelist/Advocate Some of my previous employers,2
1481,2016,Back-end Developer Some of my previous employers,2
437,2016,"Front-end Developer | Back-end Developer | Support No, at none of my previous employers",2
319,2016,Other,2
966,2016,"Designer | Support | Supervisor/Team Lead No, at none of my previous employers",2
2821,2019,"Person committed suicide Informed them of my ADHD, General Anxiety and Depression issues No, none of my previous supervisors",1
884,2016,Executive Leadership | Supervisor/Team Lead | Designer Some of my previous employers,2
2552,2018,"Understand employees/job candidates who have mental health problems and learn to work with their abilities. I feel like employers today are entirely focused on production, and if the person has problems that could affect their quantity of production, employers have no problem getting rid of them or not hiring them. I told them about my visual snow, and they told me about their anxiety-related disorders. It was interesting to know I was not the only one having anxiety-related issues. They told me about their anxiety and depression problems. Spread awareness about visual snow. You can learn more if you look up Visual Snow Initiative. No, none of my previous supervisors",1
2386,2018,"Take the same amount of positivity and anonymity zeal when proactively asking employees to report potential ethics violations, and do the same for potential mental health needs. Just described anxiety issues experienced before.

Sympathetic response. No Yes, all of my previous supervisors",1
744,2016,"DevOps/SysAdmin | Back-end Developer | Front-end Developer No, at none of my previous employers",2
2656,2018,"The industry need standards to prevent employees from developing mental heath issues, I believe that most of it can be prevented if it shows more consideration for the human condition. We are not machines, we need a sustainable work pace, we cannot be threatened all the time by unrealistic deadlines, a balance need to be found. It was a mixed bag. We all react differently to oppression (that lead to depression) in the workplace. Some said to me to ""man up"" some others were compassionate. I described my experiences and detailed the many defence mechanisms I developed over the years to fight against unhealthy behaviours. Oppression, alienation at work, sexism, lack of quality in our craft, lack of empathy, rejected ideas for unfair and political reasons and so on. Politics is everywhere nowadays, I believe that everyone is politically engaged and it's hard to find a common ground that allow us to move forward. Oh my... An open question... First of all, sorry, English is not my main language, so please bare with me. I work in an IT consulting firm and I faced 2 burnouts, clients were to blame every-time because they were looking for code monkeys instead of software crafts·men·women that care a  about quality (the vast majority of my coworkers). My company was supportive, I had the time to put myself back together but no real solution was found (yet) to prevent consultants to be appointed to unhealthy environments. But they are working on it. In France, it's called occupational stress prevention (prévention des risques psychosociaux), many people here fell very uneasy about the term mental health, to be honest, I really don't know what to do to raise awareness about this issue. One of my coworker faced the same issue as me back then, I was alerted by my human resource manager to help him out. I was grateful to be part of that process and I believe I helped him to recover a bit. We discussed about the gap that exist between the corporate culture of the client he was working with and his desire as a software craftsman. I told him that it wasn't his fault, that he was doing what felt right to him, but his arguments was falling on deaf ears, they weren't interested about his expertise, they just wanted a mindless robot that can work tirelessly without asking too much questions. I told him that he was more than competent, that he was not an impostor. Thank you, I really needed this survey. Love you all ❤️ No, none of my previous supervisors",1
2505,2018,"They don't care about your mental or physical health. They just want deliveries and there is never a break. The inefficiencies caused by mismanagement come down to the dev/qa teams to make up that time. They expect factory work and treat you are replaceable if you don't keep churning out code. No comment. I will say it was harsh. No, none of my previous supervisors",0
2503,2018,"Talk about it more, encourage working fewer hours, taking longer breaks, better work/life balance We have talked about grief and bereavement in the context of close deaths. I think this issue is very very different for people who are already marginalized in tech (e.g. women, people of color, etc).  It's very hard to make genuine connections when you are marginalized, which means any mental health problems you have are born by yourself alone.  Plus we are often working harder to prove ourselves which leads to stress, anxiety, depression, and more. Some of my previous supervisors",1
231,2016,Front-end Developer Some of my previous employers,2
1815,2017,"More advocacy groups, and more power for those groups to inform company awareness and policies As part of a general friendly check-in, those close to me will often discuss any particular challenges or wins they're experiencing with regard to their mental health I don't know",1
1217,2016,Supervisor/Team Lead Some of my previous employers,2
1976,2017,"Don't wait for an employee to bring up a problem. Be proactive about mental health for all employees. Bring in experts for periodic check ups and screenings for anxiety, depression, etc. Learn about and teach non-violent communication and expect team members to use those tools at all times. Do not reward overworking. Same as above. Told my coworkers I was burnt out and needed to quit. They also wished me the best. I told them I was burnt out and needed to quit. They said okay and wished me the best. Some of my previous supervisors",1
736,2016,Front-end Developer | Back-end Developer | Support | Dev Evangelist/Advocate,2
335,2016,Back-end Developer Some of my previous employers,2
606,2016,One-person shop | Back-end Developer Some of my previous employers,2
1720,2017,"No, none of my previous supervisors",2
1800,2017,"There are so many issues, form supporting a “hero” culture to not actively combating the factors that can contribute to burnout. I had to take time off multiple times after my mother died, and was up front with coworkers and direct reports about it when it happened. I had to take time off when my mom got sick and then passed away from cancer. I subsequently had to take a 3-month mental health leave many months later when it was clear that my grief was not getting better. I was supported by my employer in both situations. There have been many, from coworkers suffering from depression and/or anxiety to burnout. Some of my previous supervisors",1
2857,2019,"Talk openly and offerhelp Spoke negatively about them Judgemental No, none of my previous supervisors",0
1826,2017,They should express awareness of mental health issues and that they know how people struggle with sharing and seeking help because of shame and stigma. They should value and model vulnerability and then follow through by providing support. Team lead turned down a potential new hire that was very transparent about their issues. There is an initiative I just announced on wphugs.org asking the community to gauge if it could be helpful to have a specific simple tool at their disposal. As a team lead I will use this with my team. If you are interested please look it up. Some of my previous supervisors,1
678,2016,"DevOps/SysAdmin | Support | Back-end Developer | Front-end Developer No, at none of my previous employers",2
1064,2016,One-person shop | Other Some of my previous employers,2
257,2016,Front-end Developer Some of my previous employers,2
2032,2017,I don't know,2
1506,2016,"Front-end Developer | Designer No, at none of my previous employers",2
2251,2017,"Cut out the [achievement, bro, toxic masculine] culture. Acknowledge mental health as a normal thing that just happens. References to being an abuse survivor, depression, coping strategies. Responses ranged from supportive to acknowledgement but not a conversation. References to depression, seeing a therapist, therapeutic techniques and conversations. Some of my previous supervisors",1
1986,2017,"I said I had Postpartum depression and that after 2 years I’m still treated for depression.
He said he didn’t notice, looked surprised No, none of my previous supervisors",1
517,2016,"One-person shop | Front-end Developer | Back-end Developer | Supervisor/Team Lead | Executive Leadership No, at none of my previous employers",2
1028,2016,Other Some of my previous employers,2
2516,2018,Discuss mental health more openly.,1
1225,2016,Back-end Developer Some of my previous employers,2
3428,2022,Some of my previous supervisors At some of my previous employers It would depend on the position. Too much of a stigma. Be more understanding and supportive.,0
472,2016,Designer Some of my previous employers,2
93,2014,"I work for the state, so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit, but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department, but hardly run like any tech company around.",2
518,2016,DevOps/SysAdmin | Support Some of my previous employers,1
252,2016,Back-end Developer,2
2981,2019,"Make psychological safety more important than producing results, and take time to check in with employees to see if they need help or breaks. I told my coworker that I was going to therapy for anxiety, and I told that same coworker my therapist had been suggestion I might have Generalized Anxiety Disorder. He was mostly supportive. He did seem surprised that I was suffering and tried to comfort me. I told my manager I was going to therapy. He was supportive, and didn't spread the information without considering my feelings. He made sure I knew what the boundaries were so I didn't put him in a position where he would have to tell our management team. I had told my soon to be engineering manager that I had a lot of anxiety and had been stressing myself out to the point of not being able to produce anything anymore. He encouraged me to relax and take time off. This was before I started therapy, so it seemed to be a one off thing for them, even though I knew it wasn't the first tim.e Some of my previous supervisors",1
1573,2016,"Other | Supervisor/Team Lead | Dev Evangelist/Advocate No, at none of my previous employers",2
1741,2017,Just communicate it. It's a big problem and people need to be open and unashamed about it and know that their employers support them. Talked to my supervisor about getting on depression medication and they were happy to hear about it. We talked about a friend of our who had also chosen to seek help on mental help issues and how this should be a normal thing.,1
1121,2016,"Supervisor/Team Lead | Back-end Developer No, at none of my previous employers",2
1491,2016,Back-end Developer,2
